#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
gi|rev68712	366	asmbl_473	gi|26450147|dbj|AK117531.1|,gi|19797950|gb|AU229553.1|AU229553,gi|59841155|gb|BP805076.1|BP805076,c1182_g0_i1,c320_g0_i1,c3661_g0_i1,c3776_g0_i1,gi|59853253|gb|BP817161.1|BP817161	orient(a+/s?) align: 12316(1)-12742(427)
gi|rev68712	367	asmbl_474	gi|9788872|gb|BE530882.1|BE530882,c7358_g0_i1	orient(a+/s?) align: 23836(1)-24079(244)
gi|rev68712	368	asmbl_475	gi|28207157|gb|AY219132.1|,c1326_g0_i1	orient(a-/s-) align: 26944(616)-27320(240)>CT....AC<27488(239)-27726(1)
gi|rev68712	369	asmbl_476	gi|28207159|gb|AY219133.1|,c1327_g0_i1	orient(a-/s?) align: 26944(783)-27726(1)
gi|rev68712	370	asmbl_477	c922_g0_i1,c1051_g0_i1,c3243_g0_i1,c4322_g0_i1,c5949_g0_i1,gi|15146319|gb|AY049301.1|,gi|59259955|gb|BP784894.1|BP784894,gi|86001338|gb|DR297077.1|DR297077,gi|86001339|gb|DR297078.1|DR297078,gi|86084650|gb|DR380409.1|DR380409,gi|8735300|gb|AV563874.1|AV563874,gi|13272402|gb|AF325072.1|AF325072,gi|20147332|gb|AY093756.1|,gi|21407758|gb|AY088984.1|,gi|47827934|gb|CK117618.1|CK117618,gi|1103353|gb|F15432.1|F15432,gi|49278027|gb|BP626775.1|BP626775,gi|56914266|gb|CB253641.1|CB253641,gi|19801507|gb|AV782717.1|AV782717,gi|59846771|gb|BP810692.1|BP810692,gi|59912874|gb|BP851901.1|BP851901,gi|7611408|gb|AV441030.1|AV441030,gi|7613200|gb|AV442782.1|AV442782,c5950_g0_i1,c6746_g0_i1,c7199_g0_i1,c136_g0_i1,c2071_g0_i1,c27_g0_i1,c2741_g0_i1,c3434_g0_i1,c366_g0_i1,c3713_g0_i1,c4070_g0_i1,c4346_g0_i1,c5105_g0_i1,c5947_g0_i1,c5948_g0_i1,c719_g0_i1,c71_g0_i1,gi|19864113|gb|AV822081.1|AV822081,gi|85903727|gb|DR224685.1|DR224685,gi|86001336|gb|DR297075.1|DR297075,gi|86001337|gb|DR297076.1|DR297076	orient(a+/s?) align: 31633(1)-32602(970)
gi|rev68712	371	asmbl_478	gi|27413482|gb|AY168988.1|,gi|38016511|gb|AY429376.1|,gi|50058868|gb|AY649262.1|,c1236_g0_i1,c1529_g0_i1,c3123_g0_i1	orient(a+/s+) align: 34229(1)-34615(387)>GT....AG<34709(388)-35166(845)
gi|rev68712	372	asmbl_479	gi|85910459|gb|DR231424.1|DR231424,gi|85910462|gb|DR231427.1|DR231427,gi|85910468|gb|DR231433.1|DR231433,gi|86076787|gb|DR372544.1|DR372544,c1171_g0_i1,c3106_g0_i1,gi|2749208|gb|AA650961.1|AA650961,c5233_g0_i1,gi|32886144|gb|CB261371.1|CB261371,gi|19799677|gb|AU230967.1|AU230967,gi|85910458|gb|DR231423.1|DR231423,gi|85910463|gb|DR231428.1|DR231428,gi|85910464|gb|DR231429.1|DR231429,gi|85910467|gb|DR231432.1|DR231432,gi|85910469|gb|DR231434.1|DR231434,gi|85910470|gb|DR231435.1|DR231435,gi|8728571|gb|AV557156.1|AV557156,gi|19878802|gb|AU239633.1|AU239633,gi|21404334|gb|AY085624.1|,gi|26019554|gb|CA781522.1|CA781522,gi|26452542|dbj|AK118763.1|,gi|28973090|gb|BT005450.1|,gi|42469537|emb|BX819574.1|CNS0A9VP,gi|49323471|gb|BP671968.1|BP671968,gi|51968615|dbj|AK175237.1|,gi|5851155|gb|AW004126.1|AW004126,gi|59791569|gb|BP796135.1|BP796135,gi|59924148|gb|BP863175.1|BP863175,c5229_g0_i1,c5230_g0_i1,c5234_g0_i1,c5235_g0_i1,c5237_g0_i1,c5238_g0_i1,c5239_g0_i1,c5240_g0_i1,c6643_g0_i1,c7139_g0_i1,c918_g0_i1,c1011_g0_i1,c1206_g0_i1,c1250_g0_i1,c1354_g0_i1,c1454_g0_i1,c1887_g0_i1,c3147_g0_i1,c3148_g0_i1,c3353_g0_i1,c349_g0_i1,c3528_g0_i1,c4161_g0_i1,c1242_g0_i1,c3293_g0_i1,c5231_g0_i1,c5232_g0_i1,c5236_g0_i1,c5241_g0_i1,c7265_g0_i1,c974_g0_i1,gi|2048716|gb|AA395519.1|AA395519,gi|2748153|gb|N96610.1|N96610,gi|51968603|dbj|AK175231.1|,gi|5842169|gb|AI995264.1|AI995264,gi|85910460|gb|DR231425.1|DR231425,gi|85910461|gb|DR231426.1|DR231426,gi|85910465|gb|DR231430.1|DR231430,gi|85910471|gb|DR231436.1|DR231436,gi|937055|gb|R30394.1|R30394	orient(a-/s-) align: 37918(1309)-38507(720)>CT....AC<38836(719)-39054(501)>CT....AC<39487(500)-39609(378)>CT....AC<39697(377)-40073(1)
gi|rev68712	373	asmbl_480	gi|85993826|gb|DR289565.1|DR289565,c1030_g0_i1,c2405_g0_i1,c3340_g0_i1,c3771_g0_i1,c3834_g0_i1,c4093_g0_i1,c4185_g0_i1,c5795_g0_i1,gi|49155375|gb|BP587907.1|BP587907,gi|49280316|gb|BP629064.1|BP629064,gi|49281499|gb|BP630247.1|BP630247,gi|59906596|gb|BP845623.1|BP845623,gi|19836149|gb|AV802164.1|AV802164,gi|85993827|gb|DR289566.1|DR289566,gi|85993828|gb|DR289567.1|DR289567,gi|86079229|gb|DR374986.1|DR374986,gi|21405914|gb|AY087190.1|,gi|32887330|gb|CB262557.1|CB262557,gi|49289377|gb|BP638125.1|BP638125,gi|49312162|gb|BP660692.1|BP660692,gi|49315832|gb|BP664362.1|BP664362,gi|5845943|gb|AI999038.1|AI999038,gi|59852635|gb|BP816548.1|BP816548,gi|59876850|gb|BP823832.1|BP823832,gi|59887333|gb|BP834147.1|BP834147,gi|59901601|gb|BP840630.1|BP840630,gi|59907522|gb|BP846549.1|BP846549,gi|59914634|gb|BP853661.1|BP853661,gi|59916162|gb|BP855189.1|BP855189,gi|59918615|gb|BP857642.1|BP857642,gi|59926454|gb|BP865481.1|BP865481,c539_g0_i1,c5794_g0_i1,c5796_g0_i1,c6680_g0_i1,c1464_g0_i1,c2756_g0_i1,c2766_g0_i1,c2837_g0_i1,c3023_g0_i1,c3045_g0_i1,c3925_g0_i1,c3981_g0_i1,c4021_g0_i1,c4027_g0_i1,c4081_g0_i1,c4114_g0_i1,c2785_g0_i1,c2851_g0_i1,c2883_g0_i1,c3027_g0_i1,c3036_g0_i1,c3040_g0_i1,c3081_g0_i1,c3087_g0_i1,c414_g0_i1,c798_g0_i1,gi|19806964|gb|AV788174.1|AV788174,gi|19870685|gb|AV828625.1|AV828625,gi|49283001|gb|BP631749.1|BP631749,gi|49291072|gb|BP639820.1|BP639820,gi|49295867|gb|BP644397.1|BP644397,gi|49313665|gb|BP662195.1|BP662195,gi|49314515|gb|BP663045.1|BP663045,gi|49314915|gb|BP663445.1|BP663445,gi|49319840|gb|BP668337.1|BP668337,gi|49320137|gb|BP668634.1|BP668634	orient(a-/s-) align: 40358(824)-40714(468)>CT....AC<40803(467)-41000(270)>CT....AC<41487(269)-41755(1)
gi|rev68712	374	asmbl_481	gi|67633543|gb|DQ056544.1|,c4250_g0_i1	orient(a-/s-) align: 42375(1008)-42749(634)>CT....AC<43136(633)-43333(436)>CT....AC<43406(435)-43659(182)>CT....AC<43733(181)-43913(1)
gi|rev68712	375	asmbl_482	gi|8727038|gb|AV555623.1|AV555623,gi|13877666|gb|AF370592.1|AF370592,c7175_g0_i1,c7205_g0_i1,gi|8732063|gb|AV560637.1|AV560637,gi|8736184|gb|AV564752.1|AV564752,c7123_g0_i1,c95_g0_i1,c1259_g0_i1,c4802_g0_i1,c976_g0_i1,gi|2048855|gb|AA395630.1|AA395630,gi|2757106|gb|T21586.1|T21586,gi|85875546|gb|DR196498.1|DR196498	orient(a+/s?) align: 45820(1)-47092(1273)
gi|rev68712	376	asmbl_483	gi|52354272|gb|AY735587.1|,gi|60547722|gb|AY924750.1|,c3173_g0_i1,c4213_g0_i1	orient(a+/s+) align: 54848(1)-54929(82)>GT....AG<55012(83)-55095(166)>GT....AG<55193(167)-55342(316)>GT....AG<55439(317)-55603(481)>GT....AG<55708(482)-55761(535)>GT....AG<55899(536)-56048(685)>GT....AG<56293(686)-56640(1033)
gi|rev68712	376	asmbl_484	c3174_g0_i1,gi|52354274|gb|AY735588.1|	orient(a+/s+) align: 54848(1)-54929(82)>GT....AG<55012(83)-55095(166)>GT....AG<55193(167)-55603(577)>GT....AG<55708(578)-55761(631)>GT....AG<55899(632)-56048(781)>GT....AG<56293(782)-56640(1129)
gi|rev68712	377	asmbl_485	c1852_g0_i1,gi|21404529|gb|AY085819.1|,c4794_g0_i1,c4797_g0_i1,gi|42467198|emb|BX821576.1|CNS0A81X,gi|42468751|emb|BX821840.1|CNS0A9B0,gi|86077137|gb|DR372894.1|DR372894,gi|85875173|gb|DR196125.1|DR196125,gi|85875174|gb|DR196126.1|DR196126,gi|85875177|gb|DR196129.1|DR196129,gi|85875178|gb|DR196130.1|DR196130,gi|85875180|gb|DR196132.1|DR196132,gi|85875181|gb|DR196133.1|DR196133,c6647_g0_i1,c1015_g0_i1,c1746_g0_i1,c4793_g0_i1,c4798_g0_i1,c4800_g0_i1,c4801_g0_i1,c13_g0_i1,c4795_g0_i1,c4796_g0_i1,c4799_g0_i1,gi|1053373|gb|H76122.1|H76122,gi|85875175|gb|DR196127.1|DR196127,gi|85875176|gb|DR196128.1|DR196128,gi|85875179|gb|DR196131.1|DR196131	orient(a-/s-) align: 56992(734)-57403(323)>CT....AC<57707(322)-57813(216)>CT....AC<57980(215)-58048(147)>CT....AC<58443(146)-58588(1)
gi|rev68712	378	asmbl_486	gi|85953052|gb|DR274031.1|DR274031,gi|59272409|gb|BP791108.1|BP791108,gi|85953053|gb|DR274032.1|DR274032,gi|85953054|gb|DR274033.1|DR274033,gi|86080427|gb|DR376184.1|DR376184,gi|86083317|gb|DR379076.1|DR379076,gi|42455267|emb|BX842033.1|CNS09Y8G,gi|42531622|gb|BX837539.1|BX837539,gi|45752761|gb|BT012185.1|,c5704_g0_i1,c5706_g0_i1,c1681_g0_i1,c1975_g0_i1,c3485_g0_i1,c1789_g0_i1,c2044_g0_i1,c5705_g0_i1,c6694_g0_i1,c6728_g0_i1,gi|42467896|emb|BX818933.1|CNS0A8VG	orient(a+/s+) align: 58695(1)-58757(63)>GT....AG<58895(64)-59512(681)>GC....AG<59606(682)-59654(730)>GT....AG<59742(731)-59812(801)>GT....AG<59981(802)-60045(866)>GT....AG<60141(867)-60185(911)>GT....AG<60276(912)-60356(992)>GT....AG<60433(993)-60500(1060)>GT....AG<60576(1061)-60624(1109)>GT....AG<60731(1110)-60885(1264)>GT....AG<60991(1265)-61182(1456)
gi|rev68712	378	asmbl_487	gi|85953052|gb|DR274031.1|DR274031,c6330_g0_i1,gi|59272409|gb|BP791108.1|BP791108,gi|86040386|gb|DR336141.1|DR336141,gi|86080427|gb|DR376184.1|DR376184,gi|86083317|gb|DR379076.1|DR379076,gi|45752761|gb|BT012185.1|,c5704_g0_i1,c6329_g0_i1,c3485_g0_i1,c2044_g0_i1,c6328_g0_i1,c6694_g0_i1,c6728_g0_i1,gi|86040385|gb|DR336140.1|DR336140,gi|86040387|gb|DR336142.1|DR336142	orient(a+/s+) align: 58696(1)-58757(62)>GT....AG<58895(63)-59121(289)>GT....AG<59407(290)-59512(395)>GC....AG<59606(396)-59654(444)>GT....AG<59742(445)-59812(515)>GT....AG<59981(516)-60045(580)>GT....AG<60141(581)-60185(625)>GT....AG<60276(626)-60356(706)>GT....AG<60433(707)-60500(774)>GT....AG<60576(775)-60624(823)>GT....AG<60731(824)-60885(978)>GT....AG<60991(979)-61182(1170)
gi|rev68712	378	asmbl_488	gi|59272409|gb|BP791108.1|BP791108,gi|86080427|gb|DR376184.1|DR376184,gi|86083317|gb|DR379076.1|DR379076,gi|45752761|gb|BT012185.1|,gi|51971592|dbj|AK176698.1|,gi|59915677|gb|BP854704.1|BP854704,c3167_g0_i1,c3485_g0_i1,c4087_g0_i1,c2044_g0_i1,c6694_g0_i1,c6728_g0_i1	orient(a+/s+) align: 58711(1)-58757(47)>GT....AG<59407(48)-59512(153)>GC....AG<59606(154)-59654(202)>GT....AG<59742(203)-59812(273)>GT....AG<59981(274)-60045(338)>GT....AG<60141(339)-60185(383)>GT....AG<60276(384)-60356(464)>GT....AG<60433(465)-60500(532)>GT....AG<60576(533)-60624(581)>GT....AG<60731(582)-60885(736)>GT....AG<60991(737)-61182(928)
gi|rev68712	379	asmbl_489	c2113_g0_i1,c2126_g0_i1,c2231_g0_i1,c2276_g0_i1,c2310_g0_i1,c2329_g0_i1,c2371_g0_i1,c2375_g0_i1,c2380_g0_i1,c2659_g0_i1,c3539_g0_i1,c3545_g0_i1,gi|42533514|gb|BX839431.1|BX839431,gi|48984161|gb|BP568395.1|BP568395,gi|48984541|gb|BP568775.1|BP568775,gi|48985829|gb|BP570063.1|BP570063,gi|48991542|gb|BP575776.1|BP575776,gi|49027680|gb|BP578470.1|BP578470,gi|49033142|gb|BP583932.1|BP583932,gi|49263839|gb|BP612657.1|BP612657,gi|59835919|gb|BP799840.1|BP799840,gi|19836232|gb|AV802247.1|AV802247,gi|85950680|gb|DR271659.1|DR271659,gi|19856187|gb|AV814397.1|AV814397,gi|86082747|gb|DR378506.1|DR378506,gi|9782497|gb|BE524519.1|BE524519,gi|42529690|gb|BX835607.1|BX835607,gi|42533971|gb|BX839888.1|BX839888,gi|48978967|gb|BP563201.1|BP563201,gi|48980145|gb|BP564379.1|BP564379,gi|48980693|gb|BP564927.1|BP564927,gi|48981689|gb|BP565923.1|BP565923,gi|48985811|gb|BP570045.1|BP570045,gi|48988899|gb|BP573133.1|BP573133,gi|48990353|gb|BP574587.1|BP574587,gi|48991660|gb|BP575894.1|BP575894,gi|48991807|gb|BP576041.1|BP576041,gi|48992149|gb|BP576383.1|BP576383,gi|48993640|gb|BP577874.1|BP577874,gi|49029186|gb|BP579976.1|BP579976,gi|49029844|gb|BP580634.1|BP580634,gi|49030241|gb|BP581031.1|BP581031,gi|49031741|gb|BP582531.1|BP582531,gi|49033052|gb|BP583842.1|BP583842,gi|49033151|gb|BP583941.1|BP583941,gi|49033420|gb|BP584210.1|BP584210,gi|49033491|gb|BP584281.1|BP584281,gi|49034203|gb|BP584993.1|BP584993,gi|49268843|gb|BP617661.1|BP617661,gi|59793194|gb|BP797028.1|BP797028,gi|59793736|gb|BP797301.1|BP797301,gi|59794162|gb|BP797516.1|BP797516,gi|59838624|gb|BP802545.1|BP802545,c540_g0_i1,c5692_g0_i1,c641_g0_i1,c6722_g0_i1,c7298_g0_i1,c1951_g0_i1,c1999_g0_i1,c2005_g0_i1,c2101_g0_i1,c2121_g0_i1,c2146_g0_i1,c2178_g0_i1,c2185_g0_i1,c2202_g0_i1,c2204_g0_i1,c2247_g0_i1,c2265_g0_i1,c2268_g0_i1,c2271_g0_i1,c2300_g0_i1,c2333_g0_i1,c2339_g0_i1,c2352_g0_i1,c2374_g0_i1,c2379_g0_i1,c2386_g0_i1,c2610_g0_i1,c3546_g0_i1,c3582_g0_i1,c3623_g0_i1,c1244_g0_i1,c1839_g0_i1,c2306_g0_i1,c3615_g0_i1,c3671_g0_i1,c5689_g0_i1,c5690_g0_i1,c5691_g0_i1,c7098_g0_i1,c807_g0_i1,gi|19871465|gb|AV829405.1|AV829405,gi|2748828|gb|W43513.1|W43513,gi|42468603|emb|BX821389.1|CNS0A9BM,gi|48979632|gb|BP563866.1|BP563866,gi|48993963|gb|BP578197.1|BP578197,gi|59838138|gb|BP802059.1|BP802059,gi|59841748|gb|BP805669.1|BP805669,gi|85950677|gb|DR271656.1|DR271656,gi|85950678|gb|DR271657.1|DR271657,gi|85950679|gb|DR271658.1|DR271658,gi|8724472|gb|AV553059.1|AV553059	orient(a-/s-) align: 61507(2097)-61955(1649)>CT....AC<62039(1648)-62210(1477)>CT....GC<62294(1476)-62359(1411)>CT....AC<62487(1410)-62632(1265)>CT....AC<62723(1264)-62801(1186)>CT....AC<62888(1185)-62965(1108)>CT....AC<63481(1107)-63642(946)>CT....AC<63722(945)-64484(183)>CT....AC<66015(182)-66196(1)
gi|rev68712	379	asmbl_490	c2113_g0_i1,c2126_g0_i1,c2231_g0_i1,c2276_g0_i1,c2310_g0_i1,c2371_g0_i1,c2375_g0_i1,c2380_g0_i1,c3539_g0_i1,c3545_g0_i1,gi|27311746|gb|BT002479.1|,gi|42533514|gb|BX839431.1|BX839431,gi|48984161|gb|BP568395.1|BP568395,gi|48985829|gb|BP570063.1|BP570063,gi|48991542|gb|BP575776.1|BP575776,gi|49027680|gb|BP578470.1|BP578470,gi|49033142|gb|BP583932.1|BP583932,gi|59835919|gb|BP799840.1|BP799840,gi|19836232|gb|AV802247.1|AV802247,gi|85950680|gb|DR271659.1|DR271659,gi|19856187|gb|AV814397.1|AV814397,gi|9782497|gb|BE524519.1|BE524519,gi|31711917|gb|BT008876.1|,gi|42533971|gb|BX839888.1|BX839888,gi|48978967|gb|BP563201.1|BP563201,gi|48980145|gb|BP564379.1|BP564379,gi|48980693|gb|BP564927.1|BP564927,gi|48981689|gb|BP565923.1|BP565923,gi|48985811|gb|BP570045.1|BP570045,gi|48988899|gb|BP573133.1|BP573133,gi|48990353|gb|BP574587.1|BP574587,gi|48992149|gb|BP576383.1|BP576383,gi|48993640|gb|BP577874.1|BP577874,gi|49029844|gb|BP580634.1|BP580634,gi|49031741|gb|BP582531.1|BP582531,gi|49033052|gb|BP583842.1|BP583842,gi|49033151|gb|BP583941.1|BP583941,gi|49033420|gb|BP584210.1|BP584210,gi|49033491|gb|BP584281.1|BP584281,gi|49034203|gb|BP584993.1|BP584993,gi|49281755|gb|BP630503.1|BP630503,gi|59793194|gb|BP797028.1|BP797028,gi|59793736|gb|BP797301.1|BP797301,gi|59794162|gb|BP797516.1|BP797516,gi|59838624|gb|BP802545.1|BP802545,c540_g0_i1,c5692_g0_i1,c641_g0_i1,c7298_g0_i1,c1229_g0_i1,c1999_g0_i1,c2005_g0_i1,c2101_g0_i1,c2121_g0_i1,c2146_g0_i1,c2178_g0_i1,c2202_g0_i1,c2204_g0_i1,c2247_g0_i1,c2265_g0_i1,c2300_g0_i1,c2333_g0_i1,c2352_g0_i1,c2374_g0_i1,c2379_g0_i1,c2386_g0_i1,c2772_g0_i1,c3546_g0_i1,c3582_g0_i1,c3623_g0_i1,c1244_g0_i1,c1394_g0_i1,c1954_g0_i1,c3615_g0_i1,c3671_g0_i1,c5689_g0_i1,c5690_g0_i1,c5691_g0_i1,c7098_g0_i1,c807_g0_i1,gi|19871465|gb|AV829405.1|AV829405,gi|2748828|gb|W43513.1|W43513,gi|42529953|gb|BX835870.1|BX835870,gi|48979632|gb|BP563866.1|BP563866,gi|59838138|gb|BP802059.1|BP802059,gi|59841748|gb|BP805669.1|BP805669,gi|85950677|gb|DR271656.1|DR271656,gi|85950678|gb|DR271657.1|DR271657,gi|85950679|gb|DR271658.1|DR271658,gi|8724472|gb|AV553059.1|AV553059	orient(a-/s-) align: 61507(2094)-61952(1649)>CT....AC<62039(1648)-62210(1477)>CT....GC<62294(1476)-62359(1411)>CT....AC<62487(1410)-62632(1265)>CT....AC<62723(1264)-62801(1186)>CT....AC<62888(1185)-62965(1108)>CT....AC<63481(1107)-63642(946)>CT....AC<63722(945)-64484(183)>CT....AC<66015(182)-66196(1)
gi|rev68712	379	asmbl_491	c2113_g0_i1,c2126_g0_i1,c2231_g0_i1,c2276_g0_i1,c2310_g0_i1,c2329_g0_i1,c2371_g0_i1,c2375_g0_i1,c2380_g0_i1,c2659_g0_i1,gi|48984161|gb|BP568395.1|BP568395,gi|48984541|gb|BP568775.1|BP568775,gi|48985829|gb|BP570063.1|BP570063,gi|48991542|gb|BP575776.1|BP575776,gi|49027680|gb|BP578470.1|BP578470,gi|49033142|gb|BP583932.1|BP583932,gi|49263839|gb|BP612657.1|BP612657,gi|19836232|gb|AV802247.1|AV802247,gi|19856187|gb|AV814397.1|AV814397,gi|86082747|gb|DR378506.1|DR378506,gi|9782497|gb|BE524519.1|BE524519,gi|42529690|gb|BX835607.1|BX835607,gi|48978967|gb|BP563201.1|BP563201,gi|48980145|gb|BP564379.1|BP564379,gi|48980693|gb|BP564927.1|BP564927,gi|48981689|gb|BP565923.1|BP565923,gi|48985811|gb|BP570045.1|BP570045,gi|48988899|gb|BP573133.1|BP573133,gi|48990353|gb|BP574587.1|BP574587,gi|48991660|gb|BP575894.1|BP575894,gi|48991807|gb|BP576041.1|BP576041,gi|48992149|gb|BP576383.1|BP576383,gi|48993640|gb|BP577874.1|BP577874,gi|49029186|gb|BP579976.1|BP579976,gi|49029844|gb|BP580634.1|BP580634,gi|49030241|gb|BP581031.1|BP581031,gi|49031741|gb|BP582531.1|BP582531,gi|49033052|gb|BP583842.1|BP583842,gi|49033151|gb|BP583941.1|BP583941,gi|49033420|gb|BP584210.1|BP584210,gi|49033491|gb|BP584281.1|BP584281,gi|49034203|gb|BP584993.1|BP584993,gi|49268843|gb|BP617661.1|BP617661,c540_g0_i1,c641_g0_i1,c6722_g0_i1,c7298_g0_i1,c1951_g0_i1,c2101_g0_i1,c2121_g0_i1,c2146_g0_i1,c2178_g0_i1,c2185_g0_i1,c2202_g0_i1,c2204_g0_i1,c2247_g0_i1,c2265_g0_i1,c2268_g0_i1,c2271_g0_i1,c2300_g0_i1,c2333_g0_i1,c2339_g0_i1,c2352_g0_i1,c2374_g0_i1,c2379_g0_i1,c2386_g0_i1,c2610_g0_i1,c1244_g0_i1,c1839_g0_i1,c1858_g0_i1,c2306_g0_i1,c7098_g0_i1,gi|2748828|gb|W43513.1|W43513,gi|42468603|emb|BX821389.1|CNS0A9BM,gi|42468915|emb|BX819095.1|CNS0A9SS,gi|48979632|gb|BP563866.1|BP563866,gi|48993963|gb|BP578197.1|BP578197,gi|8724472|gb|AV553059.1|AV553059	orient(a-/s-) align: 61507(2287)-61955(1839)>CT....AC<62039(1838)-62210(1667)>CT....GC<62294(1666)-62359(1601)>CT....AC<62487(1600)-62632(1455)>CT....AC<62723(1454)-62801(1376)>CT....AC<62888(1375)-62965(1298)>CT....AC<63481(1297)-63642(1136)>CT....AC<63722(1135)-64664(193)>CT....AC<66015(192)-66206(1)
gi|rev68712	379	asmbl_492	c2113_g0_i1,c2126_g0_i1,c2231_g0_i1,c2276_g0_i1,c2310_g0_i1,c2371_g0_i1,c2375_g0_i1,c2380_g0_i1,gi|48984161|gb|BP568395.1|BP568395,gi|48985829|gb|BP570063.1|BP570063,gi|48991542|gb|BP575776.1|BP575776,gi|49027680|gb|BP578470.1|BP578470,gi|49033142|gb|BP583932.1|BP583932,gi|19836232|gb|AV802247.1|AV802247,gi|19856187|gb|AV814397.1|AV814397,gi|9782497|gb|BE524519.1|BE524519,gi|19870700|gb|AV828640.1|AV828640,gi|31711917|gb|BT008876.1|,gi|16604333|gb|AY058065.1|,gi|48978967|gb|BP563201.1|BP563201,gi|48980145|gb|BP564379.1|BP564379,gi|48980693|gb|BP564927.1|BP564927,gi|48981689|gb|BP565923.1|BP565923,gi|48985811|gb|BP570045.1|BP570045,gi|48988899|gb|BP573133.1|BP573133,gi|48990353|gb|BP574587.1|BP574587,gi|48992149|gb|BP576383.1|BP576383,gi|48993640|gb|BP577874.1|BP577874,gi|49029844|gb|BP580634.1|BP580634,gi|49031741|gb|BP582531.1|BP582531,gi|49033052|gb|BP583842.1|BP583842,gi|49033151|gb|BP583941.1|BP583941,gi|49033420|gb|BP584210.1|BP584210,gi|49033491|gb|BP584281.1|BP584281,gi|49034203|gb|BP584993.1|BP584993,gi|49281755|gb|BP630503.1|BP630503,c540_g0_i1,c641_g0_i1,c7298_g0_i1,c799_g0_i1,c175_g0_i1,c2101_g0_i1,c2121_g0_i1,c2146_g0_i1,c2178_g0_i1,c2202_g0_i1,c2204_g0_i1,c2247_g0_i1,c2265_g0_i1,c2300_g0_i1,c2333_g0_i1,c2352_g0_i1,c2374_g0_i1,c2379_g0_i1,c2386_g0_i1,c2772_g0_i1,c1244_g0_i1,c1394_g0_i1,c1954_g0_i1,c7098_g0_i1,gi|2748828|gb|W43513.1|W43513,gi|42529953|gb|BX835870.1|BX835870,gi|48979632|gb|BP563866.1|BP563866,gi|8724472|gb|AV553059.1|AV553059	orient(a-/s-) align: 61507(1943)-61952(1498)>CT....AC<62039(1497)-62210(1326)>CT....GC<62294(1325)-62359(1260)>CT....AC<62487(1259)-62632(1114)>CT....AC<62723(1113)-62801(1035)>CT....AC<62888(1034)-62965(957)>CT....AC<63481(956)-63642(795)>CT....AC<63722(794)-64340(176)>CT....AC<66015(175)-66189(1)
gi|rev68712	380	asmbl_493	c1793_g0_i1,c3378_g0_i1,c4145_g0_i1,gi|19841896|gb|AV807911.1|AV807911,gi|1327535|gb|W43035.1|W43035,gi|23303920|gb|BU636665.1|BU636665,gi|42467968|emb|BX819145.1|CNS0A8UI,gi|51972006|dbj|AK176905.1|,gi|58800014|gb|BP779235.1|BP779235,gi|59922388|gb|BP861415.1|BP861415,gi|85907003|gb|DR227968.1|DR227968,c585_g0_i1,c73_g0_i1,c3171_g0_i1,c5132_g0_i1,c5133_g0_i1,c1108_g0_i1,gi|85907004|gb|DR227969.1|DR227969	orient(a+/s+) align: 68156(1)-68449(294)>GT....AG<68670(295)-68888(513)>GT....AG<68987(514)-69135(662)>GT....AG<69230(663)-69506(939)>GT....AG<69583(940)-70023(1380)
gi|rev68712	381	asmbl_494	gi|27765013|gb|BT003063.1|,gi|49232282|gb|BP602038.1|BP602038,gi|49254998|gb|BP607485.1|BP607485,c1872_g0_i1,c2511_g0_i1,c2565_g0_i1,c1127_g0_i1,c1314_g0_i1,c272_g0_i1,c851_g0_i1,gi|19740902|gb|AU226255.1|AU226255,gi|19874703|gb|AU235534.1|AU235534,gi|2413069|gb|AA597646.1|AA597646,gi|42469222|emb|BX820747.1|CNS0A9NE	orient(a-/s-) align: 70408(943)-70804(547)>CT....AC<71071(546)-71194(423)>CT....AC<71541(422)-71962(1)
gi|rev68712	382	asmbl_495	gi|19878009|gb|AU238840.1|AU238840,gi|9782135|gb|BE524157.1|BE524157,gi|26451050|dbj|AK117996.1|,gi|19798797|gb|AU230087.1|AU230087,c7295_g0_i1,c905_g0_i1,c1196_g0_i1,c335_g0_i1	orient(a-/s-) align: 75696(381)-75738(339)>CT....GC<77458(338)-77795(1)
gi|rev68712	383	asmbl_496	gi|19878009|gb|AU238840.1|AU238840,c3345_g0_i1,gi|26451050|dbj|AK117996.1|,gi|19798797|gb|AU230087.1|AU230087,gi|5846229|gb|AI999324.1|AI999324,c905_g0_i1,c1196_g0_i1,c335_g0_i1	orient(a-/s?) align: 77407(373)-77779(1)
